id,url,FsF_A1_01M_1_earned,FsF_A1_01M_earned,FsF_A1_02MD_1_earned,FsF_A1_02MD_2_earned,FsF_A1_02MD_earned,FsF_A1_1_01MD_1_earned,FsF_A1_1_01MD_2_earned,FsF_A1_1_01MD_earned,FsF_A1_2_01MD_1_earned,FsF_A1_2_01MD_2_earned,FsF_A1_2_01MD_earned,FsF_F1_01MD_1_earned,FsF_F1_01MD_2_earned,FsF_F1_01MD_earned,FsF_F1_02MD_1_earned,FsF_F1_02MD_2_earned,FsF_F1_02MD_4_earned,FsF_F1_02MD_5_earned,FsF_F1_02MD_earned,FsF_F2_01M_2_earned,FsF_F2_01M_3_earned,FsF_F2_01M_earned,FsF_F3_01M_2_earned,FsF_F3_01M_earned,FsF_F4_01M_1_earned,FsF_F4_01M_earned,FsF_I1_01M_1_earned,FsF_I1_01M_2_earned,FsF_I1_01M_earned,FsF_I2_01M_2_earned,FsF_I2_01M_earned,FsF_I3_01M_1_earned,FsF_I3_01M_2_earned,FsF_I3_01M_earned,FsF_R1_01M_1_earned,FsF_R1_01M_2_earned,FsF_R1_01M_3_earned,FsF_R1_01M_earned,FsF_R1_1_01M_1_earned,FsF_R1_1_01M_earned,FsF_R1_2_01M_1_earned,FsF_R1_2_01M_2_earned,FsF_R1_2_01M_earned,FsF_R1_3_01M_1_earned,FsF_R1_3_01M_3_earned,FsF_R1_3_01M_earned,FsF_R1_3_02D_1_earned,FsF_R1_3_02D_earned,score_earned_A,score_earned_A1,score_earned_A1_1,score_earned_A1_2,score_earned_F,score_earned_F1,score_earned_F2,score_earned_F3,score_earned_F4,score_earned_FAIR,score_earned_I,score_earned_I1,score_earned_I2,score_earned_I3,score_earned_R,score_earned_R1,score_earned_R1_1,score_earned_R1_2,score_earned_R1_3
zitgist-musicbrainz,https://lod-cloud.net/dataset/zitgist-musicbrainz,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dbtune-classical,https://lod-cloud.net/dataset/dbtune-classical,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bbc-music,https://lod-cloud.net/dataset/bbc-music,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
gemeenschappelijke-thesaurus-audiovisuele-archieven,https://lod-cloud.net/dataset/gemeenschappelijke-thesaurus-audiovisuele-archieven,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
betweenourworlds,https://lod-cloud.net/dataset/betweenourworlds,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
chronicling-america,https://lod-cloud.net/dataset/chronicling-america,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
data-incubator-discogs,https://lod-cloud.net/dataset/data-incubator-discogs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dbtune-john-peel-sessions,https://lod-cloud.net/dataset/dbtune-john-peel-sessions,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
muziekweb,https://lod-cloud.net/dataset/muziekweb,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dbtune-artists-last-fm,https://lod-cloud.net/dataset/dbtune-artists-last-fm,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
salzburgerland-com-it,https://lod-cloud.net/dataset/salzburgerland-com-it,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
edublogs,https://lod-cloud.net/dataset/edublogs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
pokepedia-fr,https://lod-cloud.net/dataset/pokepedia-fr,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
data-incubator-pokedex,https://lod-cloud.net/dataset/data-incubator-pokedex,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
wasabi,https://lod-cloud.net/dataset/wasabi,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
surge-radio,https://lod-cloud.net/dataset/surge-radio,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
salzburgerland-com-de,https://lod-cloud.net/dataset/salzburgerland-com-de,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dbtune-audioscrobbler,https://lod-cloud.net/dataset/dbtune-audioscrobbler,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
salzburgerland-com-en,https://lod-cloud.net/dataset/salzburgerland-com-en,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
linked-user-feedback,https://lod-cloud.net/dataset/linked-user-feedback,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
rdfize-lastfm,https://lod-cloud.net/dataset/rdfize-lastfm,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
eutc-productions,https://lod-cloud.net/dataset/eutc-productions,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dbtune-magnatune,https://lod-cloud.net/dataset/dbtune-magnatune,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
data-incubator-moseley,https://lod-cloud.net/dataset/data-incubator-moseley,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
jamendo-dbtune,https://lod-cloud.net/dataset/jamendo-dbtune,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dbtropes,https://lod-cloud.net/dataset/dbtropes,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
ASCDC-CTS-TV-Programs,https://lod-cloud.net/dataset/ASCDC-CTS-TV-Programs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
